,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
198,470,2019-07-08 18:13:05,Running,2019-07-08 18:13:05,False,Longview Running,2.31,266,0:28:38,158,174,152,176,12:25,11:01,128,121,0.86,0,0,0,0,0,0,0,0,0,0,1:4:38,0:00,0,0:00,No,04:34.19,3,0,10,garmin,0,0 days 00:12:25,0 days 00:12:25,55.41125541125541,0.7939698492462312,7.0872483221476505,4.832214765100671,7.08763859094602,8.926835946824418
199,472,2019-07-04 07:39:18,Running,2019-07-04 7:39:18,False,Tyler Running,3.07,353,0:39:10,148,167,134,241,12:46,9:33,614,627,0.98,0,0,0,0,0,0,0,0,0,0,1:15:10,0:00,0,0:00,No,03:56.19,4,0,10,garmin,0,0 days 00:12:46,0 days 00:12:46,200.0,0.7437185929648241,6.8929503916449075,4.699738903394255,6.897893630609913,9.274870489806572
200,473,2019-07-02 18:36:43,Running,2019-07-02 18:36:43,False,Longview Running,3.0,356,0:35:50,161,181,150,240,11:56,10:05,433,436,0.9,0,0,0,0,0,0,0,0,0,0,1:11:50,0:00,0,0:00,No,00:02.22,4,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56,144.33333333333334,0.8090452261306532,7.374301675977653,5.027932960893855,7.377056381844376,9.118224968863545
201,474,2019-07-01 18:23:58,Running,2019-07-01 18:23:58,False,Longview Running,3.03,343,0:39:13,144,171,133,192,12:55,9:20,896,988,0.95,0,0,0,0,0,0,0,0,0,0,1:15:13,0:00,0,0:00,No,00:39.74,4,0,10,garmin,0,0 days 00:12:55,0 days 00:12:55,295.7095709570957,0.7236180904522613,6.812903225806451,4.645161290322581,6.823579629491354,9.429807960199856
202,483,2019-06-13 12:13:45,Running,2019-06-13 12:13:45,False,Longview Running,2.0,217,0:22:13,152,177,165,189,11:06,9:25,52,43,0.88,0,0,0,0,0,0,0,0,0,0,22:13,0:00,0,0:00,No,00:02.05,3,0,10,garmin,0,0 days 00:11:06,0 days 00:11:06,26.0,0.7638190954773869,7.927927927927927,5.405405405405405,7.928024046191378,10.379452534158448
203,484,2019-06-11 20:36:34,Running,2019-06-11 20:36:34,False,Longview Running,1.49,140,0:20:52,127,150,114,245,13:57,6:59,56,36,1.01,0,0,0,0,0,0,0,0,0,0,20:52,0:00,0,0:00,No,07:43.53,2,0,10,garmin,0,0 days 00:13:57,0 days 00:13:57,37.58389261744966,0.6381909547738693,6.308243727598566,4.301075268817205,6.308403539323782,9.884821293901044
204,485,2019-06-10 18:16:12,Running,2019-06-10 18:16:12,False,Longview Running,3.01,276,0:39:52,124,151,125,245,13:14,7:30,194,243,0.98,0,0,0,0,0,0,0,0,0,0,1:15:52,0:00,0,0:00,No,00:12.14,4,0,10,garmin,0,0 days 00:13:14,0 days 00:13:14,64.45182724252493,0.6231155778894473,6.649874055415617,4.534005037783375,6.650369471235817,10.67277036109619
205,486,2019-06-05 17:44:38,Running,2019-06-05 17:44:38,False,Longview Running,2.16,239,0:24:50,155,173,164,190,11:29,9:43,92,98,0.85,0,0,0,0,0,0,0,0,0,0,1:0:50:00.000,0:00,0,0:00,No,01:59.47,3,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29,42.59259259259259,0.7788944723618091,7.663280116110305,5.2249637155297535,7.663529448068134,9.838982968810056
206,489,2019-05-30 18:00:16,Running,2019-05-30 18:00:16,False,Longview Running,4.0,411,0:49:58,142,179,150,245,12:29,9:08,512,433,0.86,0,0,0,0,0,0,0,0,0,0,2:1:58,0:00,0,0:00,No,00:01.09,5,0,10,garmin,0,0 days 00:12:29,0 days 00:12:29,128.0,0.7135678391959799,7.0493991989319085,4.806408544726302,7.051470343476633,9.88199012923838
207,492,2019-05-25 18:31:47,Running,2019-05-25 18:31:47,False,Longview Running,1.64,184,0:26:01,131,162,128,165,15:54,11:30,430,505,0.79,0,0,0,0,0,0,0,0,0,0,1:2:01,0:00,0,0:00,No,11:43.08,2,0,10,garmin,0,0 days 00:15:54,0 days 00:15:54,262.1951219512195,0.6582914572864321,5.534591194968553,3.7735849056603774,5.5414109603511585,8.417868558090692
208,493,2019-05-25 18:13:42,Running,2019-05-25 18:13:42,False,Longview Running,1.0,108,0:11:51,144,158,161,165,11:48,10:48,397,279,0.85,0,0,0,0,0,0,0,0,0,0,11:51,0:00,0,0:00,No,00:02.77,2,0,10,garmin,0,0 days 00:11:48,0 days 00:11:48,397.0,0.7236180904522613,7.457627118644067,5.084745762711864,7.478678050233327,10.335117583308556
209,495,2019-05-21 18:33:31,Running,2019-05-21 18:33:31,False,Longview Running,3.01,335,0:32:54,159,178,164,176,10:57,9:11,102,75,0.9,0,0,0,0,0,0,0,0,0,0,1:8:54,0:00,0,0:00,No,00:02.69,4,0,10,garmin,0,0 days 00:10:57,0 days 00:10:57,33.887043189368775,0.7989949748743719,8.036529680365296,5.479452054794521,8.036695193930054,10.05850530561057
210,496,2019-05-17 18:25:20,Running,2019-05-17 18:25:20,False,Longview Running,3.0,332,0:35:19,155,176,162,169,11:46,10:29,92,79,0.85,0,0,0,0,0,0,0,0,0,0,1:11:19,0:00,0,0:00,No,00:02.06,4,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46,30.666666666666668,0.7788944723618091,7.478753541076486,5.099150141643059,7.478879683410777,9.601916496766094
211,497,2019-05-14 19:11:15,Running,2019-05-14 19:11:15,False,Longview Running,2.0,223,0:22:30,154,177,162,172,11:14,9:57,52,66,0.89,0,0,0,0,0,0,0,0,0,0,22:30,0:00,0,0:00,No,00:02.24,3,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14,26.0,0.7738693467336684,7.833827893175075,5.3412462908011875,7.833922870568929,10.123056176904006
212,498,2019-05-13 18:35:57,Running,2019-05-13 18:35:57,False,Longview Running,2.0,222,0:24:11,151,171,159,172,12:04,9:22,62,52,0.84,0,0,0,0,0,0,0,0,0,0,1:0:11,0:00,0,0:00,No,00:01.37,3,0,10,garmin,0,0 days 00:12:04,0 days 00:12:04,31.0,0.7587939698492462,7.292817679558011,4.972375690607735,7.292943374314421,9.61123000985808
213,499,2019-05-07 17:36:02,Running,2019-05-07 17:36:02,False,Longview Running,3.0,327,0:35:11,155,178,161,171,11:43,10:23,328,558,0.85,0,0,0,0,0,0,0,0,0,0,1:11:11,0:00,0,0:00,No,00:02.83,4,0,10,garmin,0,0 days 00:11:43,0 days 00:11:43,109.33333333333333,0.7788944723618091,7.5106685633001415,5.120910384068279,7.512278613391056,9.644796413321421
214,500,2019-05-06 17:59:06,Running,2019-05-06 17:59:06,False,Longview Running,3.0,347,0:32:44,168,185,164,172,10:54,9:39,102,121,0.9,0,0,0,0,0,0,0,0,0,0,1:8:44,0:00,0,0:00,No,00:02.24,4,0,10,garmin,0,0 days 00:10:54,0 days 00:10:54,34.0,0.8442211055276382,8.073394495412844,5.504587155963303,8.073561878535445,9.56332627278901
215,502,2019-05-02 18:10:52,Running,2019-05-02 18:10:52,False,Longview Running,2.0,202,0:23:49,138,158,148,176,11:54,8:54,164,148,0.91,0,0,0,0,0,0,0,0,0,0,23:49,0:00,0,0:00,No,00:02.12,3,0,10,garmin,0,0 days 00:11:54,0 days 00:11:54,82.0,0.6934673366834171,7.394957983193277,5.042016806722689,7.395849725538999,10.66502967668305
216,503,2019-04-30 19:49:32,Running,2019-04-30 19:49:32,False,Longview Running,3.05,344,0:38:39,158,180,149,233,12:40,9:47,302,230,0.86,0,0,0,0,0,0,0,0,0,0,1:14:39,0:00,0,0:00,No,00:35.96,4,0,10,garmin,0,0 days 00:12:40,0 days 00:12:40,99.01639344262296,0.7939698492462312,6.947368421052632,4.736842105263158,6.948589935249103,8.751705045028935
217,507,2019-04-25 20:10:54,Running,2019-04-25 20:10:54,False,Longview Running,2.0,198,0:21:32,138,158,165,184,10:45,8:44,66,62,0.91,0,0,0,0,0,0,0,0,0,0,21:32,0:00,0,0:00,No,00:01.50,3,0,10,garmin,0,0 days 00:10:45,0 days 00:10:45,33.0,0.6934673366834171,8.186046511627907,5.5813953488372094,8.186206393787504,11.804746901186329
218,509,2019-04-22 19:45:18,Running,2019-04-22 19:45:18,False,Longview Running,1.53,160,0:16:11,150,169,165,178,10:35,9:01,43,43,0.92,0,0,0,0,0,0,0,0,0,0,16:11,0:00,0,0:00,No,05:36.04,2,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35,28.104575163398692,0.7537688442211056,8.31496062992126,5.669291338582677,8.315078421252453,11.03133737219492
219,510,2019-04-15 18:06:24,Running,2019-04-15 18:06:24,False,Longview Running,2.56,288,0:30:02,157,180,161,169,11:43,10:23,66,66,0.85,0,0,0,0,0,0,0,0,0,0,1:6:02,0:00,0,0:00,No,06:48.18,3,0,10,garmin,0,0 days 00:11:43,0 days 00:11:43,25.78125,0.7889447236180904,7.5106685633001415,5.120910384068279,7.510758096912832,9.520005485895883
220,512,2019-04-12 16:37:21,Running,2019-04-12 16:37:21,False,Longview Running,1.0,128,0:14:02,147,158,138,174,13:59,9:57,36,23,0.84,0,0,0,0,0,0,0,0,0,0,14:02,0:00,0,0:00,No,00:03.07,2,0,10,garmin,0,0 days 00:13:59,0 days 00:13:59,36.0,0.7386934673366834,6.293206197854588,4.290822407628129,6.293352474191222,8.519572397034375
221,513,2019-04-11 18:39:44,Running,2019-04-11 18:39:44,False,Longview Running,3.0,342,0:33:39,162,175,162,174,11:12,9:33,92,95,0.89,0,0,0,0,0,0,0,0,0,0,1:9:39,0:00,0,0:00,No,00:02.72,4,0,10,garmin,0,0 days 00:11:12,0 days 00:11:12,30.666666666666668,0.8140703517587939,7.857142857142858,5.357142857142858,7.857275381678586,9.651838277494067
222,514,2019-04-08 17:50:24,Running,2019-04-08 17:50:24,False,Longview Running,3.1,342,0:36:05,158,181,161,167,11:39,1:14,112,131,0.86,0,0,0,0,0,0,0,0,0,0,1:12:05:00.000,0:00,0,0:00,No,01:07.21,4,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39,36.12903225806451,0.7939698492462312,7.553648068669528,5.150214592274678,7.5538249029583895,9.513994656257719
223,518,2019-04-01 18:41:43,Running,2019-04-01 18:41:43,False,Longview Running,3.0,335,0:34:43,158,175,163,182,11:34,8:46,82,82,0.86,0,0,0,0,0,0,0,0,0,0,1:10:43,0:00,0,0:00,No,00:01.82,4,0,10,garmin,0,0 days 00:11:34,0 days 00:11:34,27.333333333333332,0.7939698492462312,7.60806916426513,5.187319884726225,7.608171107614202,9.582443357058393
224,519,2019-03-30 10:01:56,Running,2019-03-30 10:01:56,False,Tyler Running,3.08,332,0:34:23,154,189,146,182,11:09,8:52,253,322,0.98,0,0,0,0,0,0,0,0,0,0,1:10:23:00.000,0:00,0,0:00,No,00:55.94,4,0,10,garmin,0,0 days 00:11:09,0 days 00:11:09,82.14285714285714,0.7738693467336684,7.892376681614349,5.381165919282511,7.893331725431913,10.199824762084095
225,521,2019-03-28 19:55:57,Running,2019-03-28 19:55:57,False,Longview Running,2.0,228,0:25:30,148,172,153,180,12:43,1:51,72,69,0.82,0,0,0,0,0,0,0,0,0,0,1:1:30,0:00,0,0:00,No,00:01.98,3,0,10,garmin,0,0 days 00:12:43,0 days 00:12:43,36.0,0.7437185929648241,6.92005242463958,4.718217562254259,6.920213271096245,9.30488135775779
226,522,2019-03-26 12:19:06,Running,2019-03-26 12:19:06,False,Longview Running,1.11,110,0:11:46,142,163,166,176,10:34,9:08,43,39,0.92,0,0,0,0,0,0,0,0,0,0,11:46,0:00,0,0:00,No,01:17.43,2,0,10,garmin,0,0 days 00:10:34,0 days 00:10:34,38.73873873873873,0.7135678391959799,8.32807570977918,5.678233438485805,8.32829985626436,11.67134979856766
227,523,2019-03-25 18:18:14,Running,2019-03-25 18:18:14,False,Longview Running,4.0,450,0:47:23,158,187,154,245,11:50,10:05,157,121,0.87,0,0,0,0,0,0,0,0,0,0,1:23:23,0:00,0,0:00,No,00:01.10,5,0,10,garmin,0,0 days 00:11:50,0 days 00:11:50,39.25,0.7939698492462312,7.436619718309858,5.070422535211267,7.436825189556349,9.366634257732363
228,526,2019-03-19 12:16:04,Running,2019-03-19 12:16:04,False,Longview - Running,2.0,206,0:20:31,152,178,168,178,10:15,9:04,66,49,0.94,0,0,0,0,0,0,0,0,0,0,20:31,0:00,0,0:00,No,10:14.44,2,0,10,garmin,0,0 days 00:10:15,0 days 00:10:15,33.0,0.7638190954773869,8.585365853658535,5.853658536585366,8.585533534947869,11.24027087799096
229,527,2019-03-18 17:41:37,Running,2019-03-18 17:41:37,False,Longview - Running,2.62,298,0:30:01,157,176,162,170,11:28,10:09,187,253,0.86,0,0,0,0,0,0,0,0,0,0,1:6:01:00.000,0:00,0,0:00,No,07:37.76,3,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28,71.37404580152672,0.7889447236180904,7.674418604651161,5.232558139534883,7.675119750610503,9.728336499181466
230,529,2019-03-14 17:38:37,Running,2019-03-14 17:38:37,False,Longview - Running,1.5,160,0:15:55,153,171,163,172,10:36,9:33,59,52,0.93,0,0,0,0,0,0,0,0,0,0,15:55,0:00,0,0:00,No,05:12.40,2,0,10,garmin,0,0 days 00:10:36,0 days 00:10:36,39.333333333333336,0.7688442211055276,8.30188679245283,5.660377358490567,8.302117145757023,10.798178509840834
231,533,2019-03-03 08:06:10,Running,2019-03-03 8:06:10,False,Little Rock - Running,13.25,"1,390",2:25:31,164,186,163,181,10:59,9:06,1722,"1,549",0.9,0,0,0,0,0,0,0,0,0,0,2:25:31,0:00,0,0:00,No,02:27.65,14,0,10,garmin,0,0 days 00:10:59,0 days 00:10:59,129.96226415094338,0.8241206030150754,8.012139605462822,5.462822458270106,8.014566324182383,9.724992064099354
232,535,2019-02-21 18:19:50,Running,2019-02-21 18:19:50,False,Longview Running,12.0,"1,368",2:18:40,167,180,163,248,11:33,9:29,1014,"1,089",0.85,0,0,0,0,0,0,0,0,0,0,2:18:40,0:00,0,0:00,No,10:29.44,13,0,10,garmin,0,0 days 00:11:33,0 days 00:11:33,84.5,0.8391959798994975,7.619047619047619,5.194805194805195,7.620023256491613,9.080147473304377
233,536,2019-02-17 13:39:21,Running,2019-02-17 13:39:21,False,Longview Running,3.1,336,0:36:29,146,164,163,174,11:46,10:12,236,259,0.84,0,0,0,0,0,0,0,0,0,0,1:12:29,0:00,0,0:00,No,11:43.37,4,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46,76.12903225806451,0.7336683417085427,7.478753541076486,5.099150141643059,7.479530878236741,10.194703046363777
234,538,2019-02-16 07:44:38,Running,2019-02-16 7:44:38,False,Longview Running,5.0,569,0:57:10,161,183,164,176,11:26,9:49,269,213,0.86,0,0,0,0,0,0,0,0,0,0,2:9:10:00.000,0:00,0,0:00,No,11:07.20,5,0,10,garmin,0,0 days 00:11:26,0 days 00:11:26,53.8,0.8090452261306532,7.6967930029154505,5.247813411078717,7.697192547497016,9.513921223303766
235,539,2019-02-14 19:23:03,Running,2019-02-14 19:23:03,False,Longview Running,3.0,320,0:34:57,148,165,163,172,11:39,10:01,89,75,0.85,0,0,0,0,0,0,0,0,0,0,1:10:57,0:00,0,0:00,No,11:20.21,4,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39,29.666666666666668,0.7437185929648241,7.553648068669528,5.150214592274678,7.553767300711653,10.15675468136229
236,540,2019-02-13 17:38:08,Running,2019-02-13 17:38:08,False,Longview Running,3.0,323,0:31:44,154,169,168,177,10:35,9:20,102,79,0.91,0,0,0,0,0,0,0,0,0,0,1:7:44,0:00,0,0:00,No,10:23.94,3,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35,34.0,0.7738693467336684,8.31496062992126,5.669291338582677,8.315133021357765,10.744879683442825
237,541,2019-02-09 08:01:37,Running,2019-02-09 8:01:37,False,Kilgore Running,10.99,"1,216",1:52:36,167,187,170,186,10:15,8:44,282,220,0.92,0,0,0,0,0,0,0,0,0,0,1:52:36,0:00,0,0:00,No,09:48.43,11,0,10,garmin,0,0 days 00:10:15,0 days 00:10:15,25.659690627843492,0.8391959798994975,8.585365853658535,5.853658536585366,8.585467235747043,10.230586706069829
238,542,2019-02-06 18:02:28,Running,2019-02-06 18:02:28,False,Longview Running,3.0,324,0:34:09,150,170,163,175,11:22,9:53,85,92,0.87,0,0,0,0,0,0,0,0,0,0,1:10:09,0:00,0,0:00,No,11:13.91,4,0,10,garmin,0,0 days 00:11:22,0 days 00:11:22,28.333333333333332,0.7537688442211056,7.741935483870967,5.278592375366569,7.742046950257531,10.27111562067499
239,543,2019-02-05 17:55:27,Running,2019-02-05 17:55:27,False,Longview Running,5.0,545,0:57:23,155,177,163,180,11:28,9:01,207,531,0.86,0,0,0,0,0,0,0,0,0,0,2:9:23,0:00,0,0:00,No,10:49.71,6,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28,41.4,0.7788944723618091,7.674418604651161,5.232558139534883,7.674654512098266,9.853266115532612
240,544,2019-02-03 12:34:00,Running,2019-02-03 12:34:00,False,Longview Running,5.0,544,0:52:03,163,188,168,180,10:24,9:18,112,115,0.92,0,0,0,0,0,0,0,0,0,0,2:4:03:00.000,0:00,0,0:00,No,10:15.04,5,0,10,garmin,0,0 days 00:10:24,0 days 00:10:24,22.4,0.8190954773869347,8.461538461538462,5.769230769230769,8.461614607271988,10.33043746531979
241,545,2019-02-01 17:51:29,Running,2019-02-01 17:51:29,False,Longview Running,10.01,"1,097",1:53:04,160,183,166,174,11:18,9:45,387,384,0.86,0,0,0,0,0,0,0,0,0,0,1:53:04,0:00,0,0:00,No,10:50.09,11,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18,38.66133866133866,0.8040201005025126,7.787610619469025,5.309734513274336,7.787819382859717,9.686100357431773
242,546,2019-01-29 18:50:23,Running,2019-01-29 18:50:23,False,Longview Running,3.01,312,0:29:12,164,181,171,186,9:43,8:29,102,105,0.97,0,0,0,0,0,0,0,0,0,0,1:5:12:00.000,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:09:43,0 days 00:09:43,33.887043189368775,0.8241206030150754,9.056603773584905,6.174957118353345,9.056790295732497,10.989641883236384
243,547,2019-01-28 18:03:12,Running,2019-01-28 18:03:12,False,Longview Running,1.0,85,0:09:54,131,144,169,182,9:54,7:58,33,36,0.96,0,0,0,0,0,0,0,0,0,0,9:54.5,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:09:54,0 days 00:09:54,33.0,0.6582914572864321,8.888888888888888,6.0606060606060606,8.889062498304613,13.50323234475281
244,548,2019-01-28 12:15:07,Running,2019-01-28 12:15:07,False,Longview Running,2.0,192,0:19:28,152,183,169,183,9:44,8:13,79,72,0.98,0,0,0,0,0,0,0,0,0,0,19:28,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:09:44,0 days 00:09:44,39.5,0.7638190954773869,9.04109589041096,6.164383561643836,9.041348885068082,11.83702913242466
245,551,2019-01-23 18:05:50,Running,2019-01-23 18:05:50,False,Longview Running,9.01,"1,011",1:44:06,164,184,166,184,11:34,9:33,295,712,0.84,0,0,0,0,0,0,0,0,0,0,1:44:06,0:00,0,0:00,No,00:00.00,10,0,10,garmin,0,0 days 00:11:34,0 days 00:11:34,32.74139844617092,0.8241206030150754,7.60806916426513,5.187319884726225,7.608215438180495,9.231919952426333
246,553,2019-01-20 17:00:42,Running,2019-01-20 17:00:42,False,Longview Running,3.1,351,0:35:33,162,182,163,171,11:28,9:49,105,98,0.86,0,0,0,0,0,0,0,0,0,0,1:11:33,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28,33.87096774193548,0.8140703517587939,7.674418604651161,5.232558139534883,7.674576510561641,9.427411886430658
247,555,2019-01-17 18:24:46,Running,2019-01-17 18:24:46,False,Longview Running,3.01,310,0:31:57,150,168,164,176,10:38,9:20,98,102,0.92,0,0,0,0,0,0,0,0,0,0,1:7:57,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:38,0 days 00:10:38,32.55813953488372,0.7537688442211056,8.275862068965516,5.6426332288401255,8.27601940580971,10.979519078374214
248,562,2019-01-06 14:39:55,Running,2019-01-06 14:39:55,False,Longview Running,7.0,865,1:22:48,171,192,152,248,11:50,9:16,194,213,0.9,0,0,0,0,0,0,0,0,0,0,1:22:48,0:00,0,0:00,No,00:00.00,8,0,10,garmin,0,0 days 00:11:50,0 days 00:11:50,27.714285714285715,0.8592964824120602,7.436619718309858,5.070422535211267,7.436722161270585,8.654431053174541
249,564,2019-01-03 21:09:03,Running,2019-01-03 21:09:03,False,Longview Running,2.0,212,0:22:52,145,162,163,171,11:24,10:05,46,52,0.86,0,0,0,0,0,0,0,0,0,0,22:52,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:24,0 days 00:11:24,23.0,0.7286432160804021,7.719298245614034,5.263157894736842,7.719371483127677,10.594171897533846
250,566,2018-12-31 15:33:27,Running,2018-12-31 15:33:27,False,Longview Running,3.0,322,0:32:38,155,174,165,174,10:52,9:55,79,85,0.9,0,0,0,0,0,0,0,0,0,0,1:8:38,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,26.333333333333332,0.7788944723618091,8.098159509202453,5.521472392638037,8.098260224968095,10.397121192055812
251,567,2018-12-28 12:13:37,Running,2018-12-28 12:13:37,False,Longview Running,2.0,206,0:19:58,157,183,168,180,9:58,8:38,72,66,0.96,0,0,0,0,0,0,0,0,0,0,19:58,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:09:58,0 days 00:09:58,36.0,0.7889447236180904,8.82943143812709,6.020066889632107,8.829636665295043,11.191705072571423
252,568,2018-12-27 17:47:53,Running,2018-12-27 17:47:53,False,Longview Running,6.0,639,1:11:03,152,189,163,178,11:50,9:55,177,190,0.84,0,0,0,0,0,0,0,0,0,0,1:11:03,0:00,0,0:00,No,00:00.00,7,0,10,garmin,0,0 days 00:11:50,0 days 00:11:50,29.5,0.7638190954773869,7.436619718309858,5.070422535211267,7.436735787879947,9.736252774921773
253,570,2018-12-24 08:19:56,Running,2018-12-24 8:19:56,False,Longview Running,2.0,225,0:23:52,151,166,157,174,11:55,9:51,249,46,0.86,0,0,0,0,0,0,0,0,0,0,23:52,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:55,0 days 00:11:55,124.5,0.7587939698492462,7.384615384615384,5.034965034965035,7.386668003825426,9.734747899081192
254,572,2018-12-21 17:03:03,Running,2018-12-21 17:03:03,False,Longview Running,3.0,312,0:33:03,150,171,166,184,11:00,9:04,115,118,0.88,0,0,0,0,0,0,0,0,0,0,1:9:03:00.000,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:00,0 days 00:11:00,38.333333333333336,0.7537688442211056,7.999999999999999,5.454545454545454,8.000210833488532,10.613613039094785
255,575,2018-12-16 17:30:23,Running,2018-12-16 17:30:23,False,Longview Running,4.0,444,0:44:06,161,179,165,180,11:01,9:15,135,266,0.89,0,0,0,0,0,0,0,0,0,0,1:20:06,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:11:01,0 days 00:11:01,33.75,0.8090452261306532,7.987897125567321,5.446293494704992,7.988060309629752,9.873441003828079
256,579,2018-12-12 18:10:35,Running,2018-12-12 18:10:35,False,Longview Running,1.5,157,0:15:53,156,183,167,180,10:35,8:59,59,66,0.91,0,0,0,0,0,0,0,0,0,0,15:53,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35,39.333333333333336,0.7839195979899497,8.31496062992126,5.669291338582677,8.31519134598656,10.607199216995678
257,583,2018-11-27 18:56:50,Running,2018-11-27 18:56:50,False,Longview Running,2.0,226,0:24:24,150,171,156,180,12:11,7:53,89,102,0.85,0,0,0,0,0,0,0,0,0,0,1:0:24,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:12:11,0 days 00:12:11,44.5,0.7537688442211056,7.22298221614227,4.924760601915184,7.223238741921107,9.582830064282001
258,585,2018-11-22 08:04:11,Running,2018-11-22 8:04:11,False,Atlanta Running,13.43,"1,452",2:39:13,164,185,149,245,11:51,7:59,643,955,0.92,0,0,0,0,0,0,0,0,0,0,2:39:13,0:00,0,0:00,No,00:00.00,14,0,10,garmin,0,0 days 00:11:51,0 days 00:11:51,47.87788533134773,0.8241206030150754,7.4261603375527425,5.063291139240507,7.426465638023831,9.011382085163063
259,587,2018-11-18 08:48:40,Running,2018-11-18 8:48:40,False,Longview Running,4.11,441,0:47:10,159,177,160,172,11:28,9:53,125,243,0.88,0,0,0,0,0,0,0,0,0,0,1:23:10,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28,30.41362530413625,0.7989949748743719,7.674418604651161,5.232558139534883,7.674545919900075,9.605249295975566
260,588,2018-11-17 13:28:54,Running,2018-11-17 13:28:54,False,Longview Running,2.0,222,0:23:24,153,172,158,174,11:41,10:25,56,69,0.87,0,0,0,0,0,0,0,0,0,0,23:24,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:41,0 days 00:11:41,28.0,0.7688442211055276,7.5320970042796,5.1355206847360915,7.532202912842063,9.796786795134448
261,590,2018-11-05 17:34:50,Running,2018-11-05 17:34:50,False,Longview Running,6.0,643,1:08:33,158,182,163,176,11:26,9:45,177,331,0.86,0,0,0,0,0,0,0,0,0,0,1:08:33,0:00,0,0:00,No,00:00.00,6,0,10,garmin,0,0 days 00:11:26,0 days 00:11:26,29.5,0.7939698492462312,7.6967930029154505,5.247813411078717,7.696913133228516,9.694213376661232
262,591,2018-11-04 18:02:26,Running,2018-11-04 18:02:26,False,Longview Running,1.0,107,0:11:35,154,173,162,169,11:32,10:39,128,30,0.86,0,0,0,0,0,0,0,0,0,0,11:35,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:32,0 days 00:11:32,128.0,0.7738693467336684,7.630057803468208,5.202312138728324,7.632299548069362,9.862516948479241
263,592,2018-11-04 17:30:15,Running,2018-11-04 17:30:15,False,Longview Running,2.0,203,0:21:49,148,169,165,174,10:55,9:57,92,118,0.89,0,0,0,0,0,0,0,0,0,0,21:49,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:10:55,0 days 00:10:55,46.0,0.7437185929648241,8.061068702290076,5.4961832061068705,8.061374618298904,10.83928073676677
264,593,2018-11-03 16:20:11,Running,2018-11-03 16:20:11,False,Longview Running,2.0,208,0:21:42,156,175,162,170,10:50,9:20,184,164,0.91,0,0,0,0,0,0,0,0,0,0,21:42,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:50,0 days 00:10:50,92.0,0.7839195979899497,8.123076923076923,5.538461538461538,8.124309929730618,10.363703051387136
265,594,2018-11-03 15:57:50,Running,2018-11-03 15:57:50,False,Longview Running,1.0,108,0:11:51,142,154,152,180,11:50,9:49,20,52,0.89,0,0,0,0,0,0,0,0,0,0,11:51,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:50,0 days 00:11:50,20.0,0.7135678391959799,7.436619718309858,5.070422535211267,7.436673068523954,10.421816483353993
